text,label
受け取って直ぐに確認しなかった私も不注意ですが、宿泊の申し込み用紙にフルネームを記載していますので、受付の方がもっときちんとして頂ければと思います。,y
大浴場も男女入れ替え制で設備等全然オッケーでしたが、入れ替え制とは言え男女の風呂の大きさが違うのがとても残念でした。,e
なんか…かなり有名ですごくいいホテルのイメージだったので、がっかり感が半端無かったです。,k
大浴場は、最高ですね。,p
バイキングもおいしかったです。,p
また、夜の入館も安全で、気持ちの良いものでした。,p
○フロントの応対は妙に堅苦しくなくて好感。,p
お部屋は綺麗で、子供のために部屋着をわざわざ持ってきてくれました。,p
サラダバーにしても、ソフトドリンクでも種類が少ない。,k
今後もまた泊まりたいと思っているので、欲を言わせてもらえれば、１）禁煙ルームなのに入った瞬間煙草の匂いがした。（部屋の掃除の方が気づいたまま放置されたのか、気付かないのかでも今後の対策が変わると思いますが）,k
ステーションホテルの名のとうり駅の真ん前で、迷わずに行けてよかったです。,p
廊下の話し声なんかはダイレクトに入ってきます。,k
シングルでの予約でしたが、ダブルのお部屋をご用意していただき、ゆっくり寛ぐことができました。,p
ぜひまた利用したいホテルです。,p
朝食は別料金でしたが、それはそれで不満ありません。,e
エアコンの音が大きすぎ、かなり気になった。,k
家具の後ろもホコリがいっぱい。,k
仕事での利用でしたが、飲み会があり、チェックインが深夜になってしまいましたが、丁寧に対応いただきました。,p
感はありますが、携帯用があれば事足りますし、部屋や備品は清潔そのもので安心して利用できました。,p
駅ビルにあるホテルですし、すべてが満足でした。,p
とてもリーズナブルなお値段で宿泊出来て、大満足です。,p
そのお陰で迷う事も無く無事に入庫できました。,p
立地条件からすると軽い朝食付きでこの料金は大変ありがたいと思います。,p
ラストオーダーの時間前であることを確認して２階のレストランに入ろうとしたら既に>しまっていたのはちょっといただけませんが。。,k
我が家では少食な上に好き嫌いが多いので、バイキングは最適です。,p
アメニティも必要なものが揃ってましたし、バスバブルも良い香りで嬉しかったです。,p
朝食もゆっくりと美味しくいただけました。,p
ただ、部屋の構造上仕方がないのかもしれませんが、トイレが部屋の一番奥（窓際）にあり、ふすまを閉め少し窓を開けておかないとトイレの臭いが気になりました。,k
比較的駅から近くて便利でした。,p
立地は申し分なく、フロントの対応も大変満足しています。,p
